PassengerId,Pclass,Age,Fare,familySize,motherOrNot,encodeSex,lableEncodeEmbark,cabinAlpha_A,cabinAlpha_B,cabinAlpha_C,cabinAlpha_D,cabinAlpha_E,cabinAlpha_F,cabinAlpha_G,cabinAlpha_K,title_Capt,title_Master,title_Miss,title_Mr,title_Mrs,FareCategorise_veryLow,FareCategorise_low,FareCategorise_high,FareCategorise_veryHigh,ageState_Adult,ageState_Child,Survived
222,2,27.0,13.0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
223,3,51.0,8.05,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
224,3,26.082385032922776,7.8958,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
225,1,38.0,90.0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
226,3,22.0,9.35,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
227,2,19.0,10.5,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
228,3,20.5,7.25,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
229,2,18.0,13.0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
230,3,14.182486680320395,25.4667,5,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
231,1,35.0,83.475,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
232,3,29.0,7.775,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
233,2,59.0,13.5,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
234,3,5.0,31.3875,7,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
235,2,24.0,10.5,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
236,3,26.086563274693724,7.55,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
237,2,44.0,26.0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
238,2,8.0,26.25,3,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
239,2,19.0,10.5,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
240,2,33.0,12.275,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
241,3,23.517452665347378,14.4542,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
242,3,15.7396099526351,15.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
243,2,29.0,10.5,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
244,3,22.0,7.125,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
245,3,30.0,7.225,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
246,1,44.0,90.0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
247,3,25.0,7.775,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
248,2,24.0,14.5,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
249,1,37.0,52.5542,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
250,2,54.0,26.0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
251,3,26.09018812296233,7.25,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
252,3,29.0,10.4625,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
253,1,62.0,26.55,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
254,3,30.0,16.1,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
255,3,41.0,20.2125,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
256,3,29.0,15.2458,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
257,1,38.38288911888742,79.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
258,1,30.0,86.5,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
259,1,35.0,512.3292,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
260,2,50.0,26.0,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
261,3,26.084146709181322,7.75,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
262,3,3.0,31.3875,7,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
263,1,52.0,79.65,3,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
264,1,40.0,0.0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
265,3,26.084146709181322,7.75,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
266,2,36.0,10.5,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
267,3,16.0,39.6875,6,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
268,3,25.0,7.775,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
269,1,58.0,153.4625,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
270,1,35.0,135.6333,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
271,1,46.730487899024794,31.0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
272,3,25.0,0.0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
273,2,41.0,19.5,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
274,1,37.0,29.7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
275,3,18.318940217533402,7.75,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
276,1,63.0,77.9583,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
277,3,45.0,7.75,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
278,2,36.64142208811724,0.0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
279,3,7.0,29.125,6,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
280,3,35.0,20.25,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
281,3,65.0,7.75,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
282,3,28.0,7.8542,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
283,3,16.0,9.5,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
284,3,19.0,8.05,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
285,1,46.7909020368349,26.0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
286,3,33.0,8.6625,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
287,3,30.0,9.5,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
288,3,22.0,7.8958,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
289,2,42.0,13.0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
290,3,22.0,7.75,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
291,1,26.0,78.85,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
292,1,19.0,91.0792,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
293,2,36.0,12.875,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
294,3,24.0,8.85,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
295,3,24.0,7.8958,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
296,1,46.77010990716617,27.7208,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
297,3,23.5,7.2292,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
298,1,2.0,151.55,4,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
299,1,38.97132282115789,30.5,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
300,1,50.0,247.5208,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
301,3,18.318940217533402,7.75,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
302,3,13.16027968773679,23.25,3,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
303,3,19.0,0.0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
304,2,28.726992676078346,12.35,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
305,3,26.080521860912715,8.05,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
306,1,0.92,151.55,4,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
307,1,38.0000652683916,110.8833,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
308,1,17.0,108.9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
309,2,30.0,24.0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
310,1,30.0,56.9292,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
311,1,24.0,83.1583,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
312,1,18.0,262.375,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
313,2,26.0,26.0,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
314,3,28.0,7.8958,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
315,2,43.0,26.25,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
316,3,26.0,7.8542,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
317,2,24.0,26.0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
318,2,54.0,14.0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
319,1,31.0,164.8667,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
320,1,40.0,134.5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
321,3,22.0,7.25,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
322,3,27.0,7.8958,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
323,2,30.0,12.35,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
324,2,22.0,29.0,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
325,3,3.009133132322617,69.55,11,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
326,1,36.0,135.6333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
327,3,61.0,6.2375,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
328,2,36.0,13.0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
329,3,31.0,20.525,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
330,1,16.0,57.9792,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
331,3,13.16027968773679,23.25,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
332,1,45.5,28.5,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
333,1,38.0,153.4625,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
334,3,16.0,18.0,3,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
335,1,35.239290806842675,133.65,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
336,3,26.082385032922776,7.8958,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
337,1,29.0,66.6,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
338,1,41.0,134.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
339,3,45.0,8.05,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
340,1,45.0,35.5,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
341,2,2.0,26.0,3,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
342,1,24.0,263.0,6,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
343,2,28.0,13.0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
344,2,25.0,13.0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
345,2,36.0,13.0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
346,2,24.0,13.0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
347,2,40.0,13.0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
348,3,15.732360256097884,16.1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
349,3,3.0,15.9,3,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
350,3,42.0,8.6625,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
351,3,23.0,9.225,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
352,1,46.68215658877671,35.0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
353,3,15.0,7.2292,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
354,3,25.0,17.8,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
355,3,26.090490193651384,7.225,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
356,3,28.0,9.5,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
357,1,22.0,55.0,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
358,2,38.0,13.0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
359,3,18.317379116212393,7.8792,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
360,3,18.317379116212393,7.8792,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
361,3,40.0,27.9,6,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
362,2,29.0,27.7208,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
363,3,45.0,14.4542,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
364,3,35.0,7.05,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
365,3,23.504816444283016,15.5,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
366,3,30.0,7.25,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
367,1,60.0,75.25,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
368,3,18.325232954127706,7.2292,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
369,3,18.318940217533402,7.75,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
370,1,24.0,69.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
371,1,25.0,55.4417,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
372,3,18.0,6.4958,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
373,3,19.0,8.05,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
374,1,22.0,135.6333,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
375,3,3.0,21.075,5,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
376,1,35.861305103473526,82.1708,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
377,3,22.0,7.25,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
378,1,27.0,211.5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
379,3,20.0,4.0125,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
380,3,19.0,7.775,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
381,1,42.0,227.525,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
382,3,1.0,15.7417,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
383,3,32.0,7.925,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
384,1,35.0,52.0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
385,3,26.082385032922776,7.8958,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
386,2,18.0,73.5,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
387,3,1.0,46.9,8,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
388,2,36.0,13.0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
389,3,26.08439803199461,7.7292,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
390,2,17.0,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
391,1,36.0,120.0,4,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
392,3,21.0,7.7958,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
393,3,28.0,7.925,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
394,1,23.0,113.275,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
395,3,24.0,16.7,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
396,3,22.0,7.7958,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
397,3,31.0,7.8542,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
398,2,46.0,26.0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
399,2,23.0,10.5,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
400,2,28.0,12.65,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
401,3,39.0,7.925,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
402,3,26.0,8.05,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
403,3,21.0,9.825,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
404,3,28.0,15.85,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
405,3,20.0,8.6625,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
406,2,34.0,21.0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
407,3,51.0,7.75,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
408,2,3.0,18.75,3,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
409,3,21.0,7.775,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
410,3,14.182486680320395,25.4667,5,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
411,3,26.082385032922776,7.8958,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
412,3,26.094920966518377,6.8583,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
413,1,33.0,90.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
414,2,36.64142208811724,0.0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
415,3,44.0,7.925,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
416,3,26.080521860912715,8.05,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
417,2,34.0,32.5,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
418,2,18.0,13.0,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
419,2,30.0,13.0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
420,3,10.0,24.15,3,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
421,3,26.082385032922776,7.8958,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
422,3,21.0,7.7333,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
423,3,29.0,7.875,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
424,3,28.0,14.4,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
425,3,18.0,20.2125,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
426,3,26.09018812296233,7.25,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
427,2,28.0,26.0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
428,2,19.0,26.0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
429,3,26.084146709181322,7.75,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
430,3,32.0,8.05,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
431,1,28.0,26.55,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
432,3,15.732360256097884,16.1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
433,2,42.0,26.0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
434,3,17.0,7.125,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
435,1,50.0,55.9,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
436,1,14.0,120.0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
437,3,21.0,34.375,5,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
438,2,24.0,18.75,6,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
439,1,64.0,263.0,6,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
440,2,31.0,10.5,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
441,2,45.0,26.25,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
442,3,20.0,9.5,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
443,3,25.0,7.775,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
444,2,28.0,13.0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
445,3,18.314560192542174,8.1125,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
446,1,4.0,81.8583,3,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
